POINT_ID,FROM_DATE,TO_DATE,POINT_LON,POINT_LAT,POINT_ELEVATION,POINT_BALANCE
B12,2011-01-23,2011-02-23,-72.011,-39.952,1817,-2.01
B12,2011-03-24,2011-05-01,-72.011,-39.952,1817,-0.08
B12,2011-05-01,2011-05-22,-72.011,-39.952,1817,-0.01
B12,2011-05-22,2011-06-22,-72.011,-39.952,1817,0.36
B12,2011-06-22,2011-07-19,-72.011,-39.952,1817,0.59
B12,2011-08-20,2011-09-07,-72.011,-39.952,1817,0.22
B13,2011-12-19,2011-12-26,-72.019,-39.951,1917,-1.32
B13,2011-10-13,2011-11-11,-72.019,-39.951,1917,-0.26
B12,2011-09-07,2011-10-13,-72.011,-39.952,1817,0.4
B12,2011-10-13,2011-11-11,-72.011,-39.952,1817,-0.04
B12,2011-12-19,2011-12-26,-72.011,-39.952,1817,-1.73
B13,2010-12-22,2011-01-23,-72.019,-39.951,1917,-0.15
B13,2011-01-23,2011-02-23,-72.019,-39.951,1917,-1
B13,2011-02-23,2011-03-24,-72.019,-39.951,1917,-0.76
B13,2011-03-24,2011-05-01,-72.019,-39.951,1917,0.12
B13,2011-05-01,2011-05-22,-72.019,-39.951,1917,0.28
B13,2011-05-22,2011-06-22,-72.019,-39.951,1917,0.53
B13,2011-06-22,2011-07-19,-72.019,-39.951,1917,0.51
B13,2011-07-19,2011-08-20,-72.019,-39.951,1917,0.71
B13,2011-08-20,2011-09-07,-72.019,-39.951,1917,0.64
B13,2011-09-07,2011-10-13,-72.019,-39.951,1917,0.33
B1,2010-12-22,2011-01-23,-72.027,-39.932,2392,-0.54
B1,2011-02-23,2011-03-24,-72.027,-39.932,2392,-0.24
B1,2011-03-24,2011-05-01,-72.027,-39.932,2392,0.82
B1,2011-10-13,2011-11-11,-72.027,-39.932,2392,0.27
B10,2010-12-22,2011-01-23,-72.008,-39.949,1881,-1.03
B10,2011-01-23,2011-02-23,-72.008,-39.949,1881,-1.02
B10,2011-02-23,2011-03-24,-72.008,-39.949,1881,-1.72
B10,2011-03-24,2011-05-01,-72.008,-39.949,1881,-0.04
B10,2011-05-01,2011-05-22,-72.008,-39.949,1881,0.03
B10,2011-05-22,2011-06-22,-72.008,-39.949,1881,0.5
B10,2011-06-22,2011-07-19,-72.008,-39.949,1881,0.44
B10,2011-07-19,2011-08-20,-72.008,-39.949,1881,0.56
B9,2011-10-13,2011-11-11,-71.997,-39.946,1687,-0.58
B9,2011-09-07,2011-10-13,-71.997,-39.946,1687,-0.06
B9,2011-08-20,2011-09-07,-71.997,-39.946,1687,0.36
B9,2011-07-19,2011-08-20,-71.997,-39.946,1687,0.6
B9,2011-06-22,2011-07-19,-71.997,-39.946,1687,0.44
B9,2011-05-22,2011-06-22,-71.997,-39.946,1687,0.42
B9,2011-05-01,2011-05-22,-71.997,-39.946,1687,-0.16
B9,2011-02-23,2011-03-24,-71.997,-39.946,1687,-0.59
B8,2011-12-19,2011-12-26,-72.004,-39.945,1887,-1.77
B8,2011-10-13,2011-11-11,-72.004,-39.945,1887,-0.24
B8,2011-09-07,2011-10-13,-72.004,-39.945,1887,0.2
B8,2011-08-20,2011-09-07,-72.004,-39.945,1887,0.46
B8,2011-02-23,2011-03-24,-72.004,-39.945,1887,-1.86
B8,2011-01-23,2011-02-23,-72.004,-39.945,1887,-1.35
B8,2010-12-22,2011-01-23,-72.004,-39.945,1887,-0.61
B2,2011-10-13,2011-11-11,-72.028,-39.931,2392,0.14
B2,2011-09-07,2011-10-13,-72.028,-39.931,2392,0.41
B2,2011-08-20,2011-09-07,-72.028,-39.931,2392,0.1
B2,2011-03-24,2011-05-01,-72.028,-39.931,2392,0.55
B2,2011-02-23,2011-03-24,-72.028,-39.931,2392,-0.28
B12,2012-11-11,2012-12-08,-72.011,-39.952,1817,-0.61
B9,2012-11-11,2012-12-08,-71.997,-39.946,1687,-0.69
B9,2012-10-27,2012-11-11,-71.997,-39.946,1687,-0.01
B9,2012-09-22,2012-10-27,-71.997,-39.946,1687,-0.16
B9,2012-08-24,2012-09-22,-71.997,-39.946,1687,0.35
B9,2012-07-26,2012-08-24,-71.997,-39.946,1687,0.21
B9,2012-06-25,2012-07-26,-71.997,-39.946,1687,0.47
B9,2012-05-23,2012-06-25,-71.997,-39.946,1687,0.02
B9,2012-04-21,2012-05-23,-71.997,-39.946,1687,0.04
B9,2012-04-02,2012-04-21,-71.997,-39.946,1687,-0.5
B9,2012-03-07,2012-04-02,-71.997,-39.946,1687,-1.17
B8,2012-11-11,2012-12-08,-72.004,-39.945,1887,-0.53
B8,2012-10-27,2012-11-11,-72.004,-39.945,1887,-0.17
B8,2012-09-22,2012-10-27,-72.004,-39.945,1887,0.15
B8,2012-08-24,2012-09-22,-72.004,-39.945,1887,0.35
B8,2012-07-26,2012-08-24,-72.004,-39.945,1887,0.29
B8,2012-06-25,2012-07-26,-72.004,-39.945,1887,0.18
B8,2012-05-23,2012-06-25,-72.004,-39.945,1887,0.42
B8,2012-04-21,2012-05-23,-72.004,-39.945,1887,-0.01
B8,2012-04-02,2012-04-21,-72.004,-39.945,1887,-0.44
B8,2012-03-07,2012-04-02,-72.004,-39.945,1887,-1.2
B8,2012-02-10,2012-03-07,-72.004,-39.945,1887,-1.73
B2,2012-11-11,2012-12-08,-72.028,-39.931,2392,0.16
B2,2012-10-27,2012-11-11,-72.028,-39.931,2392,0.02
B2,2012-09-22,2012-10-27,-72.028,-39.931,2392,0.07
B2,2012-08-24,2012-09-22,-72.028,-39.931,2392,0.27
B2,2012-04-02,2012-04-21,-72.028,-39.931,2392,0.12
B2,2012-03-07,2012-04-02,-72.028,-39.931,2392,-0.33
B19,2012-11-11,2012-12-08,-72.03,-39.942,2022,0.11
B19,2012-10-27,2012-11-11,-72.03,-39.942,2022,0.02
B19,2012-09-22,2012-10-27,-72.03,-39.942,2022,0.35
B19,2012-08-24,2012-09-22,-72.03,-39.942,2022,0.25
B19,2012-07-26,2012-08-24,-72.03,-39.942,2022,0.59
B19,2012-04-21,2012-05-23,-72.03,-39.942,2022,0.36
B19,2012-04-02,2012-04-21,-72.03,-39.942,2022,-0.15
B19,2012-03-07,2012-04-02,-72.03,-39.942,2022,-0.93
B19,2012-02-10,2012-03-07,-72.03,-39.942,2022,-1
B19,2012-01-23,2012-02-10,-72.03,-39.942,2022,-0.09
B19,2012-01-17,2012-01-23,-72.03,-39.942,2022,-1.51
B18,2012-11-11,2012-12-08,-72.019,-39.943,1982,0.05
B18,2012-10-27,2012-11-11,-72.019,-39.943,1982,0.03
B18,2012-09-22,2012-10-27,-72.019,-39.943,1982,0.34
B18,2012-08-24,2012-09-22,-72.019,-39.943,1982,0.27
B18,2012-07-26,2012-08-24,-72.019,-39.943,1982,0.38
B18,2012-06-25,2012-07-26,-72.019,-39.943,1982,0.78
B18,2012-05-23,2012-06-25,-72.019,-39.943,1982,0.8
B18,2012-04-21,2012-05-23,-72.019,-39.943,1982,0.27
B18,2012-04-02,2012-04-21,-72.019,-39.943,1982,-0.27
B18,2012-03-07,2012-04-02,-72.019,-39.943,1982,-0.79
