POINT_ID,FROM_DATE,TO_DATE,POINT_LON,POINT_LAT,POINT_ELEVATION,POINT_BALANCE,YEAR,RGIId,aspect,slope
B15,20101104,20101206,-72.009,-39.942,1918.0,-0.46,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20101008,20101104,-72.009,-39.942,1918.0,0.12,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20100902,20101008,-72.009,-39.942,1918.0,0.1,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20100509,20100528,-72.009,-39.942,1918.0,0.17,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20100407,20100509,-72.009,-39.942,1918.0,0.16,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20100311,20100407,-72.009,-39.942,1918.0,-0.6,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20100211,20100311,-72.009,-39.942,1918.0,-0.75,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20100107,20100211,-72.009,-39.942,1918.0,-0.92,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20091211,20100107,-72.009,-39.942,1918.0,-0.67,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20101206,20101222,-72.015,-39.947,1919.0,0.32,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20101008,20101104,-72.015,-39.947,1919.0,0.28,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20100902,20101008,-72.015,-39.947,1919.0,0.08,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20100509,20100528,-72.015,-39.947,1919.0,0.18,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20100407,20100509,-72.015,-39.947,1919.0,0.3,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20100311,20100407,-72.015,-39.947,1919.0,-0.54,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20100211,20100311,-72.015,-39.947,1919.0,-0.78,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20100107,20100211,-72.015,-39.947,1919.0,-0.66,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20091211,20100107,-72.015,-39.947,1919.0,-0.41,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20101206,20101222,-72.019,-39.951,1917.0,0.05,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20101104,20101206,-72.019,-39.951,1917.0,-0.2,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20101008,20101104,-72.019,-39.951,1917.0,-0.04,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100902,20101008,-72.019,-39.951,1917.0,0.03,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100528,20100715,-72.019,-39.951,1917.0,0.58,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100509,20100528,-72.019,-39.951,1917.0,0.09,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100407,20100509,-72.019,-39.951,1917.0,0.2,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100311,20100407,-72.019,-39.951,1917.0,-0.62,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100211,20100311,-72.019,-39.951,1917.0,-0.88,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20100107,20100211,-72.019,-39.951,1917.0,-0.98,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20091211,20100107,-72.019,-39.951,1917.0,-0.78,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20101206,20101222,-72.011,-39.952,1817.0,-0.13,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20101104,20101206,-72.011,-39.952,1817.0,-0.63,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20101008,20101104,-72.011,-39.952,1817.0,-0.19,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20100902,20101008,-72.011,-39.952,1817.0,0.05,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20100715,20100902,-72.011,-39.952,1817.0,0.43,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20100509,20100528,-72.011,-39.952,1817.0,0.1,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20100407,20100509,-72.011,-39.952,1817.0,-0.26,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20100311,20100407,-72.011,-39.952,1817.0,-1.51,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20100211,20100311,-72.011,-39.952,1817.0,-1.52,2010,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20101008,20101104,-72.001,-39.945,1811.0,0.05,2010,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20100902,20101008,-72.001,-39.945,1811.0,-0.04,2010,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20100509,20100528,-72.001,-39.945,1811.0,0.11,2010,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20100407,20100509,-72.001,-39.945,1811.0,-0.01,2010,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20100311,20100407,-72.001,-39.945,1811.0,-0.99,2010,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20101222,20110123,-72.028,-39.931,2392.0,-0.59,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20111219,20111226,-72.03,-39.942,2022.0,-0.92,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20111013,20111111,-72.03,-39.942,2022.0,0.64,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110907,20111013,-72.03,-39.942,2022.0,0.6,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110622,20110719,-72.03,-39.942,2022.0,0.87,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110522,20110622,-72.03,-39.942,2022.0,0.74,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110501,20110522,-72.03,-39.942,2022.0,0.39,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110324,20110501,-72.03,-39.942,2022.0,0.45,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110223,20110324,-72.03,-39.942,2022.0,-0.23,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20110123,20110223,-72.03,-39.942,2022.0,-0.44,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20101222,20110123,-72.03,-39.942,2022.0,-0.21,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20111219,20111226,-72.019,-39.943,1982.0,-0.58,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20111013,20111111,-72.019,-39.943,1982.0,0.73,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110907,20111013,-72.019,-39.943,1982.0,0.53,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110820,20110907,-72.019,-39.943,1982.0,0.59,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110622,20110719,-72.019,-39.943,1982.0,0.72,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110522,20110622,-72.019,-39.943,1982.0,0.67,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110501,20110522,-72.019,-39.943,1982.0,0.35,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110324,20110501,-72.019,-39.943,1982.0,0.23,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110223,20110324,-72.019,-39.943,1982.0,-1.07,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20110123,20110223,-72.019,-39.943,1982.0,-0.65,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20101222,20110123,-72.019,-39.943,1982.0,-0.35,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20111219,20111226,-72.014,-39.936,2032.0,-0.7,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20111013,20111111,-72.014,-39.936,2032.0,0.54,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110907,20111013,-72.014,-39.936,2032.0,0.42,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110622,20110719,-72.014,-39.936,2032.0,0.57,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110522,20110622,-72.014,-39.936,2032.0,0.73,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110501,20110522,-72.014,-39.936,2032.0,0.14,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110324,20110501,-72.014,-39.936,2032.0,0.25,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110223,20110324,-72.014,-39.936,2032.0,-0.1,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20110123,20110223,-72.014,-39.936,2032.0,-0.81,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20111219,20111226,-72.009,-39.942,1918.0,-1.04,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20111013,20111111,-72.009,-39.942,1918.0,-0.31,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110907,20111013,-72.009,-39.942,1918.0,0.25,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110820,20110907,-72.009,-39.942,1918.0,0.47,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110719,20110820,-72.009,-39.942,1918.0,0.77,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110622,20110719,-72.009,-39.942,1918.0,0.88,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110522,20110622,-72.009,-39.942,1918.0,0.51,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110501,20110522,-72.009,-39.942,1918.0,0.15,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110324,20110501,-72.009,-39.942,1918.0,0.26,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110223,20110324,-72.009,-39.942,1918.0,-1.14,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20110123,20110223,-72.009,-39.942,1918.0,-0.82,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20111219,20111226,-72.015,-39.947,1919.0,-0.75,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20111013,20111111,-72.015,-39.947,1919.0,-0.19,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110820,20110907,-72.015,-39.947,1919.0,0.83,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110622,20110719,-72.015,-39.947,1919.0,0.77,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110522,20110622,-72.015,-39.947,1919.0,0.76,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110501,20110522,-72.015,-39.947,1919.0,0.28,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110324,20110501,-72.015,-39.947,1919.0,0.3,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110223,20110324,-72.015,-39.947,1919.0,-0.55,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20111013,20111111,-72.008,-39.949,1881.0,-0.21,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20110123,20110223,-72.015,-39.947,1919.0,-1.0,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20111219,20111226,-72.008,-39.949,1881.0,-1.39,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20101222,20110123,-72.015,-39.947,1919.0,-0.11,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20101222,20110123,-72.001,-39.945,1811.0,-0.86,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110123,20110223,-72.001,-39.945,1811.0,-1.41,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110324,20110501,-72.001,-39.945,1811.0,0.2,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110501,20110522,-72.001,-39.945,1811.0,0.05,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110522,20110622,-72.001,-39.945,1811.0,0.51,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110622,20110719,-72.001,-39.945,1811.0,0.55,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110820,20110907,-72.001,-39.945,1811.0,0.65,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20110907,20111013,-72.001,-39.945,1811.0,0.61,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20111013,20111111,-72.001,-39.945,1811.0,-0.75,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20111219,20111226,-72.001,-39.945,1811.0,-2.44,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B12,20110123,20110223,-72.011,-39.952,1817.0,-2.01,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20110324,20110501,-72.011,-39.952,1817.0,-0.08,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20110501,20110522,-72.011,-39.952,1817.0,-0.01,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20110522,20110622,-72.011,-39.952,1817.0,0.36,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20110622,20110719,-72.011,-39.952,1817.0,0.59,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20110820,20110907,-72.011,-39.952,1817.0,0.22,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20111219,20111226,-72.019,-39.951,1917.0,-1.32,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20111013,20111111,-72.019,-39.951,1917.0,-0.26,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20110907,20111013,-72.011,-39.952,1817.0,0.4,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20111013,20111111,-72.011,-39.952,1817.0,-0.04,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20111219,20111226,-72.011,-39.952,1817.0,-1.73,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20101222,20110123,-72.019,-39.951,1917.0,-0.15,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110123,20110223,-72.019,-39.951,1917.0,-1.0,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110223,20110324,-72.019,-39.951,1917.0,-0.76,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110324,20110501,-72.019,-39.951,1917.0,0.12,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110501,20110522,-72.019,-39.951,1917.0,0.28,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110522,20110622,-72.019,-39.951,1917.0,0.53,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110622,20110719,-72.019,-39.951,1917.0,0.51,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110719,20110820,-72.019,-39.951,1917.0,0.71,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110820,20110907,-72.019,-39.951,1917.0,0.64,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20110907,20111013,-72.019,-39.951,1917.0,0.33,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20101222,20110123,-72.027,-39.932,2392.0,-0.54,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20110223,20110324,-72.027,-39.932,2392.0,-0.24,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20110324,20110501,-72.027,-39.932,2392.0,0.82,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20111013,20111111,-72.027,-39.932,2392.0,0.27,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20101222,20110123,-72.008,-39.949,1881.0,-1.03,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110123,20110223,-72.008,-39.949,1881.0,-1.02,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110223,20110324,-72.008,-39.949,1881.0,-1.72,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110324,20110501,-72.008,-39.949,1881.0,-0.04,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110501,20110522,-72.008,-39.949,1881.0,0.03,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110522,20110622,-72.008,-39.949,1881.0,0.5,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110622,20110719,-72.008,-39.949,1881.0,0.44,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20110719,20110820,-72.008,-39.949,1881.0,0.56,2011,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B9,20111013,20111111,-71.997,-39.946,1687.0,-0.58,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110907,20111013,-71.997,-39.946,1687.0,-0.06,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110820,20110907,-71.997,-39.946,1687.0,0.36,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110719,20110820,-71.997,-39.946,1687.0,0.6,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110622,20110719,-71.997,-39.946,1687.0,0.44,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110522,20110622,-71.997,-39.946,1687.0,0.42,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110501,20110522,-71.997,-39.946,1687.0,-0.16,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20110223,20110324,-71.997,-39.946,1687.0,-0.59,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20111219,20111226,-72.004,-39.945,1887.0,-1.77,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20111013,20111111,-72.004,-39.945,1887.0,-0.24,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20110907,20111013,-72.004,-39.945,1887.0,0.2,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20110820,20110907,-72.004,-39.945,1887.0,0.46,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20110223,20110324,-72.004,-39.945,1887.0,-1.86,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20110123,20110223,-72.004,-39.945,1887.0,-1.35,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20101222,20110123,-72.004,-39.945,1887.0,-0.61,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20111013,20111111,-72.028,-39.931,2392.0,0.14,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20110907,20111013,-72.028,-39.931,2392.0,0.41,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20110820,20110907,-72.028,-39.931,2392.0,0.1,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20110324,20110501,-72.028,-39.931,2392.0,0.55,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20110223,20110324,-72.028,-39.931,2392.0,-0.28,2011,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B12,20121111,20121208,-72.011,-39.952,1817.0,-0.61,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B9,20121111,20121208,-71.997,-39.946,1687.0,-0.69,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20121027,20121111,-71.997,-39.946,1687.0,-0.01,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120922,20121027,-71.997,-39.946,1687.0,-0.16,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120824,20120922,-71.997,-39.946,1687.0,0.35,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120726,20120824,-71.997,-39.946,1687.0,0.21,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120625,20120726,-71.997,-39.946,1687.0,0.47,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120523,20120625,-71.997,-39.946,1687.0,0.02,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120421,20120523,-71.997,-39.946,1687.0,0.04,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120402,20120421,-71.997,-39.946,1687.0,-0.5,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20120307,20120402,-71.997,-39.946,1687.0,-1.17,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20121111,20121208,-72.004,-39.945,1887.0,-0.53,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20121027,20121111,-72.004,-39.945,1887.0,-0.17,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120922,20121027,-72.004,-39.945,1887.0,0.15,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120824,20120922,-72.004,-39.945,1887.0,0.35,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120726,20120824,-72.004,-39.945,1887.0,0.29,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120625,20120726,-72.004,-39.945,1887.0,0.18,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120523,20120625,-72.004,-39.945,1887.0,0.42,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120421,20120523,-72.004,-39.945,1887.0,-0.01,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120402,20120421,-72.004,-39.945,1887.0,-0.44,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120307,20120402,-72.004,-39.945,1887.0,-1.2,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20120210,20120307,-72.004,-39.945,1887.0,-1.73,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20121111,20121208,-72.028,-39.931,2392.0,0.16,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20121027,20121111,-72.028,-39.931,2392.0,0.02,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20120922,20121027,-72.028,-39.931,2392.0,0.07,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20120824,20120922,-72.028,-39.931,2392.0,0.27,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20120402,20120421,-72.028,-39.931,2392.0,0.12,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20120307,20120402,-72.028,-39.931,2392.0,-0.33,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20121111,20121208,-72.03,-39.942,2022.0,0.11,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20121027,20121111,-72.03,-39.942,2022.0,0.02,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120922,20121027,-72.03,-39.942,2022.0,0.35,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120824,20120922,-72.03,-39.942,2022.0,0.25,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120726,20120824,-72.03,-39.942,2022.0,0.59,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120421,20120523,-72.03,-39.942,2022.0,0.36,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120402,20120421,-72.03,-39.942,2022.0,-0.15,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120307,20120402,-72.03,-39.942,2022.0,-0.93,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120210,20120307,-72.03,-39.942,2022.0,-1.0,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120123,20120210,-72.03,-39.942,2022.0,-0.09,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20120117,20120123,-72.03,-39.942,2022.0,-1.51,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20121111,20121208,-72.019,-39.943,1982.0,0.05,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20121027,20121111,-72.019,-39.943,1982.0,0.03,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120922,20121027,-72.019,-39.943,1982.0,0.34,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120824,20120922,-72.019,-39.943,1982.0,0.27,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120726,20120824,-72.019,-39.943,1982.0,0.38,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120625,20120726,-72.019,-39.943,1982.0,0.78,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120523,20120625,-72.019,-39.943,1982.0,0.8,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120421,20120523,-72.019,-39.943,1982.0,0.27,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120402,20120421,-72.019,-39.943,1982.0,-0.27,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120307,20120402,-72.019,-39.943,1982.0,-0.79,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20120117,20120123,-72.019,-39.943,1982.0,-0.92,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20121111,20121208,-72.014,-39.936,2032.0,0.17,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20121027,20121111,-72.014,-39.936,2032.0,0.03,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120922,20121027,-72.014,-39.936,2032.0,0.24,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120824,20120922,-72.014,-39.936,2032.0,0.25,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120726,20120824,-72.014,-39.936,2032.0,0.48,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120625,20120726,-72.014,-39.936,2032.0,0.4,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120523,20120625,-72.014,-39.936,2032.0,0.87,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120421,20120523,-72.014,-39.936,2032.0,0.29,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120402,20120421,-72.014,-39.936,2032.0,-0.27,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120307,20120402,-72.014,-39.936,2032.0,-1.19,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120210,20120307,-72.014,-39.936,2032.0,-0.49,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20120117,20120123,-72.014,-39.936,2032.0,-0.49,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20121111,20121208,-72.009,-39.942,1918.0,-0.37,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20121027,20121111,-72.009,-39.942,1918.0,-0.21,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120922,20121027,-72.009,-39.942,1918.0,-0.11,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120824,20120922,-72.009,-39.942,1918.0,0.13,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
